dt	solar	precp	temp_max	temp_min	evap	temp	temp_diff	precp_30	precp_60	precp_90	precp_120	precp_150	precp_180	temp_30	temp_60	temp_90	temp_120	temp_150	temp_180	solar_30	solar_60	solar_90	solar_120	solar_150	solar_180	evap_30	evap_60	evap_90	evap_120	evap_150	evap_180	temp_diff_30	temp_diff_60	temp_diff_90	temp_diff_120	temp_diff_150	temp_diff_180
2009-03-16	15.19	0	24.8	13.5	3.5	18.5	11.3	103	103.500000000001	114	114	138	432.5	611.300000000001	1153.5	1619.00000000001	2165.4	2911.39999999999	3716.89999999998	319.64	640.559999999999	914.999999999991	1196.81	1506.92	1855.45000000002	82.0000000000001	137.499999999999	180.799999999999	267.8	352.799999999999	432.299999999996	284.2	633.999999999996	987.1	1356.2	1631	1863.2
2009-03-17	16.02	0	27.1	14.4	3.8	20.1	12.7	103	103.500000000001	114	114	138	432	607.700000000001	1159.9	1622.10000000001	2164.1	2903.89999999999	3708.89999999998	326.15	644.999999999999	920.469999999991	1201.57	1508.95	1858.10000000002	82.9000000000001	141.299999999999	182.199999999999	267.9	352.899999999999	433.999999999996	288.3	629.299999999996	984.7	1358	1635.8	1868.1
2009-03-18	13.27	0	28.5	15.4	3.1	22.1	13.1	103	103.500000000001	114	114	138	432	609.500000000001	1167.1	1627.30000000001	2166.2	2898.99999999999	3703.19999999998	332.84	646.659999999999	922.679999999991	1203.75	1511.85	1856.89000000002	83.6000000000001	144.399999999999	182.399999999999	265	352.899999999999	436.399999999996	296.2	625.499999999996	981.7	1360.2	1642.5	1872.1
2009-03-19	12.39	0	28.9	19.3	3.2	24.1	9.6	103	103.500000000001	114	114	138	432	613.200000000001	1175	1634.40000000001	2172.2	2896.09999999999	3698.99999999998	332.29	647.639999999999	924.969999999991	1205.56	1524.16	1855.53000000002	83.4000000000001	147.599999999999	183.999999999999	263.7	355.699999999999	436.099999999996	297.4	618.399999999996	976.4	1360.4	1644.4	1874.3
2009-03-20	9.06	0	26.9	20.4	2.6	23.2	6.5	103	103.500000000001	114	114	138	432	615.700000000001	1181	1640.10000000001	2178.3	2892.09999999999	3693.79999999998	328.61	646.489999999999	923.369999999991	1206.8	1520.15	1853.29000000002	82.7000000000001	149.599999999999	183.899999999999	264	357.1	438.199999999996	294.9	610.299999999996	967.8	1357.2	1642.4	1873.7
2009-03-21	10.57	0	27.9	20.7	2.9	23.7	7.2	103	103.500000000001	114	114	138	432	617.200000000001	1186.2	1646.20000000001	2183.6	2889.59999999999	3688.79999999998	326.17	645.429999999999	922.759999999991	1206.26	1517.62	1850.26000000002	82.5000000000001	149.999999999999	183.599999999999	264.1	356.199999999999	440.799999999996	291	603.699999999996	957.8	1350.6	1641.2	1871.1
2009-03-22	5.81	0.5	28.7	22.5	1	25	6.2	100.5	104.000000000001	114.5	114.5	138.5	432.5	621.200000000001	1192	1655.90000000001	2187.8	2888.39999999999	3684.69999999998	323.01	640.529999999999	918.609999999991	1201.13	1510.48	1846.19000000002	80.8000000000001	148.799999999999	180.999999999999	262.6	356.399999999999	437.999999999996	286.7	597.499999999996	953	1343.4	1638.8	1869.9
2009-03-23	11.42	1.5	29	19.1	3.6	23.6	9.9	102	105.500000000001	116	116	140	434	624.800000000001	1197.4	1663.30000000001	2188.6	2885.59999999999	3679.39999999998	322.84	641.959999999999	920.849999999991	1205.97	1510.54	1841.92000000002	82.1000000000001	150.299999999999	182.699999999999	264.6	359.499999999999	437.599999999996	286.6	598.199999999996	951.2	1346.7	1639.6	1870.7
2009-03-24	2.65	14.5	19.3	15.9	0.1	17.5	3.4	116.5	120.000000000001	130.5	130.5	154.5	445.5	618.200000000001	1199.6	1662.40000000001	2184.4	2876.39999999999	3669.19999999998	313.02	635.369999999999	916.129999999991	1203.2	1502.21	1830.58000000002	78.7000000000001	146.7	180.699999999999	262.5	355.2	434.099999999996	276.8	594.099999999996	944.7	1341.5	1634.8	1864
2009-03-25	12.85	0	24.7	16.1	3.2	19.5	8.6	116.5	120.000000000001	130.5	130.5	154.5	445.5	613.200000000001	1207.7	1662.60000000001	2183.3	2869.49999999999	3661.19999999998	312.44	646.209999999999	919.329999999991	1208.7	1504.32	1835.94000000002	77.3000000000001	148.799999999999	180.399999999999	263.1	353.799999999999	434.499999999996	274	598.999999999996	942.5	1340.9	1635.4	1865.8
2009-03-26	10.05	0	26.2	18.2	2.8	21.8	8	116.5	120.000000000001	130.5	130.5	154.5	445.5	610.600000000001	1215.1	1666.30000000001	2183.8	2865.89999999999	3655.29999999998	311.41	645.909999999999	921.629999999991	1214.47	1501.83	1832.27000000002	76.9000000000001	150.299999999999	180.599999999999	265.1	351.6	432.299999999996	273.7	596.299999999996	940.6	1341.3	1634.3	1866.3
2009-03-27	11.86	0	27.7	20	2	22.8	7.7	116.5	120.000000000001	130.5	130.5	154.5	416	608.800000000001	1221.9	1670.10000000001	2187.3	2863.69999999999	3652.59999999998	309.78	647.399999999999	923.269999999991	1219.28	1502.48	1842.03000000002	74.9000000000001	151.6	179.599999999999	263.7	351.1	430.699999999996	270.7	595.299999999996	935.4	1337.8	1632.5	1871.5
2009-03-28	13.02	0	27.2	18.2	3.2	22.2	9	116.5	120.000000000001	130.5	130.5	154.5	202	607.200000000001	1227.7	1672.70000000001	2194	2859.69999999999	3651.69999999998	307.6	650.839999999999	931.509999999991	1222.38	1504.04	1854.47000000002	76.9000000000001	151.7	181.599999999999	265.1	351.1	429.199999999996	269.3	595.799999999996	937.6	1335.5	1632.2	1877.2
2009-03-29	7.72	17	22.6	16.4	0.8	18.8	6.2	133.5	137.000000000001	147	147.5	171.5	213	603.900000000001	1229.3	1671.60000000001	2197.8	2852.29999999999	3645.09999999998	301.12	646.649999999999	934.609999999991	1219.4	1499.14	1850.68000000002	74.8000000000001	150	181.699999999999	262.4	347.9	427.499999999996	264.7	588.999999999996	937.2	1328.8	1627.5	1875.7
2009-03-30	11.36	0	23.6	16.4	0.8	18.6	7.2	133.5	137.000000000001	141.5	147.5	171.5	213	601.200000000001	1229	1672.90000000001	2200.5	2843.99999999999	3637.69999999998	299.12	647.049999999999	943.259999999991	1220.37	1498.38	1848.51000000002	71.0000000000001	150.1	181.899999999999	261.2	343.5	422.499999999996	262.7	586.599999999996	940.5	1321.5	1624.1	1875.6
2009-03-31	15.26	0	24.5	16.1	4.7	19.2	8.4	133.5	137.000000000001	137	147.5	171.5	213	600.400000000001	1231.1	1677.60000000001	2203	2836.89999999999	3631.29999999998	299.32	655.679999999999	954.729999999991	1224.87	1502.7	1852.49000000002	70.3000000000001	152.5	185.599999999999	263.1	346	424.899999999996	261.9	585.699999999996	944.4	1315	1622.8	1874.6
2009-04-01	12.5	0	24.3	15.4	4.1	18.9	8.9	133.5	137.000000000001	137	147.5	171.5	213	601.100000000001	1232.6	1683.50000000001	2205.2	2829.09999999999	3623.09999999998	305.46	655.709999999999	956.229999999991	1226.09	1506.25	1853.13000000002	72.1000000000001	153.799999999999	186.299999999999	264.9	347.9	428.299999999996	262.3	579.499999999996	944.2	1307.1	1623	1875.8
2009-04-02	11.74	0	24.8	14.5	2.6	18.8	10.3	133.5	137.000000000001	137	147.5	171.5	213	600.600000000001	1233.1	1689.60000000001	2206.1	2821.39999999999	3614.39999999998	306.33	656.289999999999	959.179999999991	1226.79	1507.9	1851.59000000002	71.1000000000001	155.999999999999	186.899999999999	264.1	349.6	424.399999999996	264.2	577.799999999996	943.2	1302.2	1623.2	1878.9
2009-04-03	11.62	0	25.8	16.8	3.6	20.6	9	133.5	137.000000000001	137	147.5	171.5	213	600.100000000001	1235.1	1695.80000000001	2207.5	2815.99999999999	3607.89999999998	303.7	655.739999999999	959.659999999991	1227.82	1507.07	1849.42000000002	70.2000000000001	156.399999999999	188.899999999999	264.2	349.2	426.799999999996	261.5	577.199999999996	936.8	1295.5	1620.8	1879.2
2009-04-04	10.77	0	27.3	18.2	1.9	22.1	9.1	123.5	137.000000000001	137	147.5	171.5	196.5	600.200000000001	1239.2	1702.50000000001	2212.1	2811.59999999999	3604.49999999998	301.32	654.219999999999	967.439999999991	1228.39	1506.29	1853.38000000002	68.5000000000001	155.999999999999	189.499999999999	261	347.8	427.899999999996	258.2	573.299999999996	939.4	1295.2	1620.6	1881
2009-04-05	10.86	0	28.3	17.7	4.5	22.2	10.6	81.4999999999998	137.000000000001	137	147.5	171.5	171.5	605.000000000001	1242.6	1707.70000000001	2219.2	2806.99999999999	3601.89999999998	310.38	654.029999999999	966.849999999991	1234.37	1505.83	1854.22000000002	72.8000000000001	158.199999999999	192.199999999999	262.6	347.6	431.499999999996	262.4	574.099999999996	934.6	1295.8	1622.4	1884.6
2009-04-06	7.14	0	22.4	16.1	1.4	18.3	6.3	44.4999999999998	137.000000000001	137	147.5	171.5	171.5	608.100000000001	1242.2	1708.30000000001	2222.8	2798.59999999999	3593.69999999998	313.95	649.669999999999	962.869999999991	1230.77	1502.57	1847.95000000002	74.2000000000001	159.199999999999	193.399999999999	261.9	345.2	427.699999999996	262.5	569.299999999996	928.8	1287.2	1619.7	1881.4
2009-04-07	5.52	7	23.7	15.9	1.2	18.8	7.8	43.4999999999998	144.000000000001	144	154.5	173.5	178.5	608.600000000001	1242.6	1710.40000000001	2224.7	2793.09999999999	3585.49999999998	308.19	644.129999999999	956.939999999991	1228.18	1504.83	1838.50000000002	75.4000000000001	158.299999999999	194.599999999999	261	346.3	428.099999999996	259.4	568.899999999996	924.6	1281.5	1621.5	1879.8
2009-04-08	15	0	25.2	16.2	0	20.4	9	40.9999999999998	144.000000000001	144	154.5	155	178.5	612.400000000001	1244.2	1714.90000000001	2226.9	2793.39999999999	3578.49999999998	321.31	647.009999999999	961.089999999991	1234.77	1518.01	1839.69000000002	75.4000000000001	155.399999999999	194.599999999999	258.9	346.1	421.599999999996	263.5	565.899999999996	923.7	1278.2	1626.7	1880.6
2009-04-09	14.43	0	26.7	15	4.7	19.7	11.7	40.9999999999998	144.000000000001	144	154.5	154.5	178.5	613.500000000001	1242.7	1721.60000000001	2228.4	2793.39999999999	3571.49999999998	328.66	649.689999999999	969.139999999991	1237.71	1526.32	1841.64000000002	78.9000000000001	157.999999999999	199.299999999999	261.5	347.9	421.099999999996	265.3	567.699999999996	926.6	1274	1631.9	1884.9
2009-04-10	15.53	0	27.9	16.1	0.6	21.3	11.8	40.9999999999998	144.000000000001	144	154.5	154.5	178.5	614.900000000001	1242.9	1732.90000000001	2231.5	2795.09999999999	3567.09999999998	334.94	652.169999999999	974.489999999991	1241.71	1529.65	1844.37000000002	76.8000000000001	153.699999999999	199.899999999999	258.7	343.7	417.999999999996	269.9	566.099999999996	927.7	1269.4	1635.9	1887.9
2009-04-11	16.06	0	28.7	17.7	0.4	22.8	11	40.9999999999998	144.000000000001	144	154.5	154.5	178.5	617.300000000001	1246.6	1744.20000000001	2235.1	2797.89999999999	3564.89999999998	337.71	656.059999999999	979.849999999991	1246.91	1532.9	1849.01000000002	74.5000000000001	152.799999999999	200.299999999999	255.4	341.2	417.699999999996	271.3	563.499999999996	922.7	1263.1	1632.5	1889.5
2009-04-12	14.31	0	28.7	19.3	1.2	23.8	9.4	40.4999999999998	144.000000000001	144	154.5	154.5	178.5	619.300000000001	1251	1755.80000000001	2238.6	2801.19999999999	3562.89999999998	339.57	658.319999999999	982.579999999991	1251.35	1534.52	1850.57000000002	72.3000000000001	151.299999999999	201.499999999999	253.2	338.8	417.799999999996	266	558.899999999996	916.9	1260.1	1629.1	1893.9
2009-04-13	8.32	23	29	20.6	0.1	23.2	8.4	63.4999999999998	167.000000000001	167	177.5	177.5	201.5	628.500000000001	1253	1768.20000000001	2244.3	2803.19999999999	3559.79999999998	343.67	654.199999999999	979.839999999991	1251.96	1530.43	1847.03000000002	70.3000000000001	149.899999999999	201.599999999999	250	335.6	416.899999999996	270.2	552.399999999996	912.7	1258.5	1624.3	1894.4
2009-04-14	11.76	13	27.5	20.7	0.2	23.5	6.8	76.4999999999998	179.500000000001	180	190.5	190.5	214.5	635.100000000001	1252.2	1781.70000000001	2252.3	2803.69999999999	3555.59999999998	344.06	654.879999999999	980.199999999991	1253.48	1529.87	1847.09000000002	67.8000000000001	147.899999999999	201.799999999999	247.3	332.3	417.099999999996	265.1	545.499999999996	904.1	1254.3	1616.5	1892.6
2009-04-15	14.26	0.5	29.1	20.7	0.1	24.5	8.4	76.9999999999998	180.000000000001	180.5	191	191	215	641.100000000001	1252.4	1794.60000000001	2260.1	2806.49999999999	3552.49999999998	343.13	662.769999999999	983.689999999991	1258.13	1539.94	1850.05000000002	64.4000000000001	146.399999999999	201.899999999999	245.2	332.2	417.199999999996	262.2	546.399999999996	896.2	1249.3	1618.4	1893.2
2009-04-16	3.11	0	24.6	21.4	0	22.6	3.2	76.9999999999998	180.000000000001	180.5	191	191	215	643.600000000001	1251.3	1803.50000000001	2265.7	2807.69999999999	3547.49999999998	330.22	656.369999999999	975.219999999991	1250.69	1531.79	1839.17000000002	60.6000000000001	143.499999999999	201.899999999999	242.8	328.5	413.499999999996	252.7	540.999999999996	882	1237.4	1610.7	1888.5
2009-04-17	14.91	0	28.3	20.7	0	23.8	7.6	76.9999999999998	180.000000000001	180.5	191	191	215	645.300000000001	1254.8	1812.40000000001	2272.6	2811.49999999999	3544.29999999998	331.86	664.699999999999	978.519999999991	1254.54	1535.61	1843.71000000002	57.5000000000001	141.099999999999	201.899999999999	239.9	322.5	410.399999999996	247.2	543.399999999996	872.7	1228.9	1607.4	1889.7
2009-04-18	15.68	0	29.8	21.5	0.8	25	8.3	76.9999999999998	180.000000000001	180.5	191	191	215	646.200000000001	1259.4	1821.20000000001	2280.6	2818.39999999999	3542.29999999998	335.15	667.439999999998	982.789999999991	1260.12	1540.71	1859.31000000002	55.1000000000001	138.499999999999	202.699999999999	239.1	318.8	410.799999999996	245.9	543.299999999996	864.3	1222.3	1606.3	1890.3
2009-04-19	5.65	0	28.9	21.1	0.2	24.4	7.8	76.9999999999998	180.000000000001	180.5	191	191	215	647.400000000001	1263.1	1828.40000000001	2287.5	2825.69999999999	3539.49999999998	331.74	660.349999999998	978.229999999991	1255.11	1538.54	1851.89000000002	52.7000000000001	135.399999999999	202.299999999999	236.6	316.7	409.799999999996	247.2	542.099999999996	857.5	1215	1604.4	1889.6
2009-04-20	2.15	41	28	22.1	0	25.5	5.9	118	221.000000000001	221.5	232	232	256	649.200000000001	1266.4	1835.40000000001	2295.4	2832.79999999999	3538.79999999998	323.32	649.489999999998	968.749999999991	1246.08	1529.58	1840.94000000002	49.8000000000001	132.299999999999	199.799999999999	233.4	313.9	405.999999999996	245.9	536.899999999996	849.6	1203.7	1596.5	1887.1
2009-04-21	12.48	3.5	30.2	21.5	0	25.7	8.7	121	221.500000000001	225	235.5	235.5	259.5	649.900000000001	1271.1	1841.90000000001	2305.8	2837.69999999999	3538.29999999998	329.99	652.999999999998	970.519999999991	1248.6	1531.12	1840.47000000002	48.8000000000001	129.599999999999	197.599999999999	229.8	311.4	405.199999999996	248.4	535.099999999996	845.9	1201.4	1591.8	1887.2
2009-04-22	3.78	13	24.7	22.2	0.4	23.1	2.5	132.5	234.500000000001	238	248.5	248.5	272.5	649.400000000001	1274.2	1846.80000000001	2312.7	2837.99999999999	3534.99999999998	322.35	645.189999999998	964.309999999991	1243.2	1528.32	1832.89000000002	45.6000000000001	127.699999999999	195.899999999999	228.3	310.2	405.099999999996	241	527.599999999996	839.2	1192.2	1587.7	1880.6
2009-04-23	17.47	0	29.4	21.5	4.5	24.9	7.9	118	234.500000000001	238	248.5	248.5	272.5	656.800000000001	1275	1856.40000000001	2319.2	2841.19999999999	3533.19999999998	337.17	650.189999999998	972.539999999991	1253.3	1540.37	1839.38000000002	50.0000000000001	128.699999999999	196.699999999999	230.7	312.5	405.199999999996	245.5	522.299999999996	839.6	1190.2	1587	1880.3
2009-04-24	16.39	0	29.6	21.9	5.2	25.2	7.7	118	234.500000000001	238	248.5	248.5	272.5	662.500000000001	1275.7	1870.20000000001	2325.1	2845.79999999999	3531.99999999998	340.71	653.149999999998	986.919999999991	1260.04	1549.41	1845.03000000002	52.0000000000001	129.299999999999	200.799999999999	232.4	315.1	405.799999999996	244.6	518.599999999996	843.6	1187.1	1585.5	1880
2009-04-25	13.13	0	29.5	18.9	5.6	24.2	10.6	118	234.500000000001	238	248.5	248.5	272.5	664.900000000001	1275.5	1880.00000000001	2331.2	2848.69999999999	3530.79999999998	343.79	655.199999999998	989.699999999991	1265.42	1558.26	1845.62000000002	54.8000000000001	131.699999999999	205.099999999999	235.4	319.9	406.399999999996	247.2	520.899999999996	843.5	1187.8	1588.5	1881.5
2009-04-26	2.62	0.5	19.2	15.2	0	16.9	4	118.5	235.000000000001	238.5	249	249	273	659.000000000001	1267.8	1880.90000000001	2329.1	2846.29999999999	3522.69999999998	334.55	644.329999999998	981.949999999991	1257.82	1553.83	1837.03000000002	52.8000000000001	127.699999999999	204.399999999999	232.4	316.5	403.899999999996	243.5	514.199999999996	838.8	1178.9	1581.3	1876
2009-04-27	7.92	0	24.9	16.8	1.2	20.1	8.1	118.5	235.000000000001	238.5	249	249	273	656.900000000001	1264.1	1884.60000000001	2329.6	2850.89999999999	3516.59999999998	329.45	637.049999999998	980.289999999991	1260.96	1551.83	1833.49000000002	50.8000000000001	127.699999999999	202.499999999999	232.4	315.9	401.899999999996	242.6	511.899999999996	838.4	1180.2	1578.1	1874.8
2009-04-28	15.21	0	26.6	15.8	3.9	21.3	10.8	101.5	235.000000000001	238.5	248.5	249	273	659.400000000001	1263.3	1888.70000000001	2331	2857.19999999999	3511.69999999998	336.94	638.059999999998	983.589999999991	1271.55	1556.34	1836.08000000002	53.9000000000001	128.699999999999	203.899999999999	235.6	316.299999999999	401.799999999996	247.2	511.899999999996	836.2	1184.4	1576	1874.7
2009-04-29	14.6	0	27.5	19.2	0.5	22.9	8.3	101.5	235.000000000001	238.5	243	249	273	663.700000000001	1264.9	1892.70000000001	2336.6	2864.19999999999	3507.69999999998	340.18	639.299999999998	987.229999999991	1283.44	1560.55	1838.56000000002	53.6000000000001	124.599999999999	203.699999999999	235.5	314.799999999999	397.099999999996	248.3	510.999999999996	834.9	1188.8	1569.8	1872.4
2009-04-30	13.13	0	28.4	19.5	0.3	23.7	8.9	101.5	235.000000000001	238.5	238.5	249	273	668.200000000001	1268.6	1899.30000000001	2345.8	2871.19999999999	3505.09999999998	338.05	637.369999999998	993.729999999991	1292.78	1562.92	1840.75000000002	49.2000000000001	119.499999999999	201.699999999999	234.8	312.299999999999	395.199999999996	248.8	510.699999999996	834.5	1193.2	1563.8	1871.6
2009-05-01	14.43	0	28.8	19.1	0.6	23.9	9.7	101.5	235.000000000001	238.5	238.5	249	273	673.200000000001	1274.3	1905.80000000001	2356.7	2878.39999999999	3502.29999999998	339.98	645.439999999998	995.689999999991	1296.21	1566.07	1846.23000000002	45.7000000000001	117.799999999999	199.499999999999	232	310.6	393.599999999996	249.6	511.899999999996	829.1	1193.8	1556.7	1872.6
2009-05-02	17.27	0	30	19.5	0.4	24.9	10.5	101.5	235.000000000001	238.5	238.5	249	273	679.300000000001	1279.9	1912.40000000001	2368.9	2885.39999999999	3500.69999999998	345.51	651.839999999998	1001.79999999999	1304.69	1572.3	1853.41000000002	43.5000000000001	114.599999999999	199.499999999999	230.4	307.6	393.099999999996	249.8	513.999999999996	827.6	1193	1552	1873
2009-05-03	15.89	0	30	20.1	1.6	24.4	9.9	101.5	235.000000000001	238.5	238.5	249	273	683.100000000001	1283.2	1918.20000000001	2378.9	2890.59999999999	3499.09999999998	349.78	653.479999999998	1005.51999999999	1309.44	1577.6	1856.85000000002	41.5000000000001	111.699999999999	197.899999999999	230.4	305.7	390.699999999996	250.7	512.199999999996	827.9	1187.5	1546.2	1871.5
2009-05-04	16.75	0	28.9	20.5	0.4	23.9	8.4	101.5	225.000000000001	238.5	238.5	249	273	684.900000000001	1285.1	1924.10000000001	2387.4	2896.99999999999	3496.49999999998	355.76	657.079999999998	1009.97999999999	1323.2	1584.15	1862.05000000002	40.0000000000001	108.499999999999	195.999999999999	229.5	300.999999999999	387.799999999996	250	508.199999999996	823.3	1189.4	1545.2	1870.6
2009-05-05	18.26	0	30.1	19.8	0.5	24	10.3	101.5	183.000000000001	238.5	238.5	249	273	686.700000000001	1291.7	1929.30000000001	2394.4	2905.89999999999	3493.69999999998	363.16	673.539999999998	1017.18999999999	1330.01	1597.53	1868.99000000002	36.0000000000001	108.799999999999	194.199999999999	228.2	298.6	383.599999999996	249.7	512.099999999996	823.8	1184.3	1545.5	1872.1
2009-05-06	16.84	0	29.7	18.4	0.8	23.6	11.3	101.5	146.000000000001	238.5	238.5	249	273	692.000000000001	1300.1	1934.20000000001	2400.3	2914.79999999999	3490.59999999998	372.86	686.809999999998	1022.52999999999	1335.73	1603.63	1875.43000000002	35.4000000000001	109.599999999999	194.599999999999	228.8	297.299999999999	380.599999999996	254.7	517.199999999996	824	1183.5	1541.9	1874.4
2009-05-07	18.14	0	29.7	19.4	0.3	24.2	10.3	94.4999999999998	138.000000000001	238.5	238.5	249	268	697.400000000001	1306	1940.00000000001	2407.8	2922.09999999999	3490.49999999998	385.48	693.669999999998	1029.60999999999	1342.42	1613.66	1890.31000000002	34.5	109.899999999999	192.799999999999	229.1	295.499999999999	380.799999999996	257.2	516.599999999996	826.1	1181.8	1538.7	1878.7
2009-05-08	17.01	0	29.6	18.7	1.4	24.3	10.9	94.4999999999998	135.500000000001	238.5	238.5	249	249.5	701.300000000001	1313.7	1945.50000000001	2416.2	2928.19999999999	3494.69999999998	387.49	708.799999999998	1034.49999999999	1348.58	1622.26	1905.50000000002	35.9	111.299999999999	191.299999999999	230.5	294.799999999999	381.999999999996	259.1	522.599999999996	825	1182.8	1537.3	1885.8
2009-05-09	18.12	0	30.1	19.2	0.5	24.3	10.9	94.4999999999998	135.500000000001	238.5	238.5	249	249	705.900000000001	1319.4	1948.60000000001	2427.5	2934.29999999999	3499.29999999998	391.18	719.839999999998	1040.86999999999	1360.32	1628.89	1917.50000000002	31.7	110.599999999999	189.699999999999	231	293.199999999999	379.599999999996	258.3	523.599999999996	826	1184.9	1532.3	1890.2
2009-05-10	16.31	0	29	20.5	0.5	24.3	8.5	94.4999999999998	135.500000000001	238.5	238.5	249	249	708.900000000001	1323.8	1951.80000000001	2441.8	2940.39999999999	3503.99999999998	391.96	726.899999999998	1044.12999999999	1366.45	1633.67	1921.61000000002	31.6	108.399999999999	185.299999999999	231.5	290.299999999999	375.299999999996	255	524.899999999996	821.1	1182.7	1524.4	1890.9
2009-05-11	17.43	0	30.1	20.1	0.5	24.9	10	94.4999999999998	135.500000000001	238.5	238.5	249	249	711.000000000001	1328.3	1957.60000000001	2455.2	2946.09999999999	3508.89999999998	393.33	731.039999999998	1049.38999999999	1373.18	1640.24	1926.23000000002	31.7	106.199999999999	184.499999999999	232	287.099999999999	372.899999999996	254	525.299999999996	817.5	1176.7	1517.1	1886.5
2009-05-12	17.16	0	31.9	19.3	0.7	25.3	12.6	94.4999999999998	135.000000000001	238.5	238.5	249	249	712.500000000001	1331.8	1963.50000000001	2468.3	2951.09999999999	3513.69999999998	396.18	735.749999999998	1054.49999999999	1378.76	1647.53	1930.70000000002	31.2	103.499999999999	182.499999999999	232.7	284.399999999999	369.999999999996	257.2	523.199999999996	816.1	1174.1	1517.3	1886.3
2009-05-13	15.16	0	30.7	21.7	1	25.8	9	71.4999999999998	135.000000000001	238.5	238.5	249	249	715.100000000001	1343.6	1968.10000000001	2483.3	2959.39999999999	3518.29999999998	403.02	746.689999999998	1057.21999999999	1382.86	1654.98	1933.45000000002	32.1000000000001	102.399999999999	181.999999999999	233.7	282.099999999999	367.699999999996	257.8	527.999999999996	810.2	1170.5	1516.3	1882.1
2009-05-14	13.02	0	30.9	22	0.7	26	8.9	58.4999999999998	135.000000000001	238	238.5	249	249	717.600000000001	1352.7	1969.80000000001	2499.3	2969.89999999999	3521.29999999998	404.28	748.339999999998	1059.15999999999	1384.48	1657.76	1934.15000000002	32.6000000000001	100.399999999999	180.499999999999	234.4	279.899999999999	364.899999999996	259.9	524.999999999996	805.4	1164	1514.2	1876.4
2009-05-15	13.4	0	31	22.2	0.5	26.4	8.8	57.9999999999998	135.000000000001	238	238.5	249	249	719.500000000001	1360.6	1971.90000000001	2514.1	2979.59999999999	3525.99999999998	403.42	746.549999999998	1066.18999999999	1387.11	1661.55	1943.36000000002	33	97.3999999999994	179.399999999999	234.9	278.199999999999	365.199999999996	260.3	522.499999999996	806.699999999999	1156.5	1509.6	1878.7
2009-05-16	16.83	0	31.3	22.3	0.6	26.9	9	57.9999999999998	135.000000000001	238	238.5	249	249	723.800000000001	1367.4	1975.10000000001	2527.3	2989.49999999999	3531.49999999998	417.14	747.359999999998	1073.50999999999	1392.36	1667.83	1948.93000000002	33.6000000000001	94.1999999999994	177.099999999999	235.5	276.4	362.099999999996	266.1	518.799999999996	807.099999999999	1148.1	1503.5	1876.8
2009-05-17	7.44	0	30.9	24.3	0.5	27.1	6.6	57.9999999999998	135.000000000001	238	238.5	249	249	727.100000000001	1372.4	1981.90000000001	2539.5	2999.69999999999	3538.59999999998	409.67	741.529999999998	1074.36999999999	1388.19	1664.21	1945.28000000002	34.1000000000001	91.5999999999994	175.199999999999	236	274	356.599999999996	265.1	512.299999999996	808.499999999999	1137.8	1494	1872.5
2009-05-18	7.34	0	29.6	23.8	0.2	26.6	5.8	57.9999999999998	135.000000000001	238	238.5	249	249	728.700000000001	1374.9	1988.10000000001	2549.9	3009.29999999999	3547.09999999998	401.33	736.479999999998	1068.76999999999	1384.12	1661.45	1942.04000000002	33.5000000000001	88.5999999999994	171.999999999999	236.2	272.6	352.299999999996	262.6	508.499999999996	805.899999999999	1126.9	1484.9	1868.9
2009-05-19	11.75	0	31.2	24.2	0.8	26.8	7	57.9999999999998	135.000000000001	238	238.5	249	249	731.100000000001	1378.5	1994.20000000001	2559.5	3018.59999999999	3556.79999999998	407.43	739.169999999998	1067.77999999999	1385.66	1662.54	1945.97000000002	34.1000000000001	86.7999999999994	169.499999999999	236.4	270.7	350.799999999996	261.8	508.999999999996	803.899999999999	1119.3	1476.8	1866.2
2009-05-20	10.75	0	30.4	23.1	0.2	26.4	7.3	16.9999999999998	135.000000000001	238	238.5	249	249	732.000000000001	1381.2	1998.40000000001	2567.4	3027.39999999999	3564.79999999998	416.03	739.349999999998	1065.51999999999	1384.78	1662.11	1945.61000000002	34.3000000000001	84.0999999999994	166.599999999999	234.1	267.7	348.199999999996	263.2	509.099999999996	800.099999999999	1112.8	1466.9	1859.7
2009-05-21	16.3	0	33.5	23.6	0.4	27.7	9.9	13.4999999999998	134.500000000001	235	238.5	249	249	734.000000000001	1383.9	2005.10000000001	2575.9	3039.79999999999	3571.69999999998	419.85	749.839999999998	1072.84999999999	1390.37	1668.45	1950.97000000002	34.7000000000001	83.4999999999994	164.299999999999	232.3	264.499999999999	346.099999999996	264.4	512.799999999996	799.499999999999	1110.3	1465.8	1856.2
2009-05-22	16.04	0	33.8	23.2	0.6	27.9	10.6	0.499999999999773	133.000000000001	235	238.5	249	249	738.800000000001	1388.2	2013.00000000001	2585.6	3051.49999999999	3576.79999999998	432.11	754.459999999998	1077.29999999999	1396.42	1675.31	1960.43000000002	34.9000000000001	80.4999999999994	162.599999999999	230.8	263.2	345.099999999996	272.5	513.499999999996	800.099999999999	1111.7	1464.7	1860.2
